game_id	game_date	site	team_id	team_name	team_minutes	team_fgm	team_fga	team_three_fgm	team_three_fga	team_ft	team_fta	team_pts	team_offreb	team_defreb	team_totreb	team_ast	team_to	team_stl	team_blk	team_fouls
3165017	03/08/2014	Away	655	Southeastern La.	200:00	22	47	3	8	24	29	71	7	23	30	11	12	5	5	19
3165017	03/08/2014	Home	346	Lamar	200:00	19	58	4	21	20	27	62	17	22	39	12	9	4	3	20
2756729	11/21/2013	Away	0	Webber Int'l	200:00	22	63	6	15	14	24	64	9	17	26	9	15	13	2	22
2756729	11/21/2013	Home	2711	North Florida	200:00	38	62	15	30	18	22	109	11	38	49	26	18	8	9	21
2914876	01/23/2014	Away	590	Sacred Heart	200:00	24	53	9	24	8	13	65	8	21	29	18	17	3	2	25
2914876	01/23/2014	Home	579	Robert Morris	200:00	30	56	4	13	27	36	91	9	22	31	14	5	10	1	13
2756723	11/21/2013	Away	435	Missouri S&T;	200:00	23	53	5	18	23	36	74	11	17	28	6	23	10	2	36
2756723	11/21/2013	Home	659	Southern Ill.	200:00	35	60	3	9	23	38	96	18	26	44	13	21	5	2	27
2756721	11/21/2013	Away	527	Oral Roberts	200:00	22	53	2	11	9	14	55	11	28	39	9	18	3	4	17
2756721	11/21/2013	Home	609	Saint Louis	200:00	27	65	4	14	14	17	72	13	24	37	12	6	11	5	18
2687136	11/08/2013	Away	0	Martin Methodist	200:00	22	60	5	13	13	17	62	12	25	37	9	17	7	5	16
2687136	11/08/2013	Home	625	Samford	200:00	29	67	7	22	14	19	79	16	30	46	21	14	7	2	17
3006654	02/12/2014	Away	272	Hartford	200:00	31	53	13	24	16	24	91	5	18	23	21	13	7		21
3006654	02/12/2014	Home	380	Maine	200:00	28	53	7	18	16	23	79	8	23	31	15	18	6	1	24
3003137	02/12/2014	Away	596	St. Bonaventure	200:00	30	61	4	17	12	16	76	17	23	40	12	16	9		19
3003137	02/12/2014	Home	236	Fordham	200:00	22	53	8	24	13	18	65	11	17	28	14	17	7	5	20
2809770	12/07/2013	Away	505	Northern Ky.	200:00	24	47	7	20	11	20	66	7	26	33	15	16	3	5	29
2809770	12/07/2013	Home	695	UT Martin	200:00	27	59	3	13	22	28	79	9	19	28	14	4	8		16
2959573	02/04/2014	Away	87	Butler	200:00	22	49	3	15	15	19	62	6	27	33	12	20	3	1	17
2959573	02/04/2014	Home	387	Marquette	200:00	27	55	6	17	9	17	69	6	21	27	18	10	11	2	17
2930277	01/28/2014	Away	700	Texas Tech	200:00	19	56	5	13	15	21	58	12	22	34	8	10	7	2	21
2930277	01/28/2014	Home	327	Kansas St.	200:00	22	50	3	15	19	27	66	9	23	32	16	9	4	5	17
2962295	02/05/2014	Away	674	Stanford	200:00	23	53	6	14	28	35	80	8	26	34	12	9	7	2	18
2962295	02/05/2014	Home	107	California	200:00	26	63	5	12	12	21	69	15	26	41	13	13	6	4	24
2829793	12/19/2013	Neutral	110	UCLA	200:00	24	60	8	22	7	13	63	6	27	33	12	13	9	2	13
2829793	12/19/2013	Neutral	193	Duke	200:00	31	64	11	32	7	11	80	10	31	41	21	12	8	2	14
3245881	03/19/2014	Away	109	UC Irvine	200:00	19	52	6	20	10	14	54	13	30	43	11	20	3	9	24
3245881	03/19/2014	Home	663	SMU	200:00	20	59	5	12	23	34	68	17	22	39	12	8	13	4	16
3245885	03/19/2014	Away	494	North Dakota	200:00	29	71	7	18	10	13	75	12	18	30	14	11	11		22
3245885	03/19/2014	Home	464	Omaha	200:00	33	60	3	16	22	27	91	11	32	43	20	16	5	5	17
2760173	11/21/2013	Neutral	463	Nebraska	200:00	28	66	5	16	29	39	90	18	18	36	6	13	10	5	34
2760173	11/21/2013	Neutral	400	Massachusetts	200:00	30	59	3	11	33	43	96	17	26	43	10	16	5	4	27
2945373	02/01/2014	Away	361	LIU Brooklyn	200:00	38	70	7	19	9	11	92	19	20	39	16	16	7	2	17
2945373	02/01/2014	Home	450	Mt. St. Mary's	200:00	33	64	16	29	13	16	95	12	14	26	17	12	12	2	12
2833693	12/21/2013	Away	0	Wayland Baptist	200:00	27	67	7	24	16	25	77	12	26	38	9	11	5	6	26
2833693	12/21/2013	Home	497	North Texas	200:00	30	64		9	21	31	81	12	32	44	11	10	6	3	21
2963213	02/04/2014	Away	796	Wisconsin	200:00	22	46	10	23	21	26	75	9	22	31	13	11	4	2	18
2963213	02/04/2014	Home	301	Illinois	200:00	21	52	4	10	17	21	63	8	17	25	7	9	5	3	23
3119865	03/01/2014	Away	180	Delaware	200:00	29	60	8	20	23	29	89	11	24	35	13	5	6	6	18
3119865	03/01/2014	Home	1014	Col. of Charleston	200:00	28	63	13	26	17	22	86	15	22	37	10	12	3	6	19
3201923	03/13/2014	Neutral	228	Florida A&M;	200:00	23	59	6	19	16	22	68	10	21	31	7	14	12	2	26
3201923	03/13/2014	Neutral	446	Morgan St.	200:00	28	62	5	13	20	32	81	20	28	48	13	19	7	5	20
2747513	11/19/2013	Away	156	Colorado St.	200:00	22	61	8	21	22	32	74	11	25	36	10	7	5	2	28
2747513	11/19/2013	Home	704	UTEP	200:00	23	59	4	12	32	43	82	19	34	53	10	13	5	7	26
3248084	03/21/2014	Neutral	327	Kansas St.	200:00	19	53	5	21	6	12	49	9	19	28	8	10	7	3	20
3248084	03/21/2014	Neutral	334	Kentucky	200:00	19	50	4	15	14	21	56	13	27	40	8	15	4	7	11
2885075	01/15/2014	Away	1092	Gardner-Webb	200:00	20	52	3	14	13	16	56	14	28	42	10	15	3	4	21
2885075	01/15/2014	Home	792	Winthrop	200:00	15	54	4	20	17	27	51	15	19	34	6	10	9	5	21
2885074	01/15/2014	Away	651	South Fla.	200:00	17	53	5	17	15	20	54	10	21	31	7	13	7	4	21
2885074	01/15/2014	Home	663	SMU	200:00	27	53	1	9	16	27	71	11	26	37	15	11	10	4	17
2899873	01/19/2014	Away	30024	Utah Valley	200:00	16	55	9	25	11	14	52	16	21	37	9	12	3	1	12
2899873	01/19/2014	Home	1356	Seattle	200:00	21	59	5	23	4	9	51	16	22	38	15	12	6	5	17
2842435	12/31/2013	Away	0	Selma	200:00	33	62	6	16	15	24	87	14	25	39	7	23	6	2	22
2842435	12/31/2013	Home	432	Mississippi Val.	200:00	36	68	4	14	23	30	99	11	21	32	12	12	11	4	19
3117420	03/01/2014	Away	703	Texas	200:00	24	54	3	19	14	20	65	12	28	40	14	16	5	3	20
3117420	03/01/2014	Home	522	Oklahoma	200:00	24	59	10	25	19	22	77	10	22	32	11	7	8	2	18
2801553	12/03/2013	Away	301	Illinois	200:00	23	55	7	23	11	15	64	9	21	30	13	11	3	7	19
2801553	12/03/2013	Home	255	Georgia Tech	200:00	23	56	6	19	15	19	67	12	21	33	13	9	2	2	12
2801554	12/03/2013	Away	489	N.C. Central	225:00	31	60	5	13	9	19	76	8	27	35	19	12	9		18
2801554	12/03/2013	Home	523	Old Dominion	225:00	29	65	3	19	8	18	69	14	26	40	13	15	4	4	15
2854355	01/06/2014	Away	693	Chattanooga	200:00	27	65	6	23	22	27	82	22	19	41	11	12	11	7	21
2854355	01/06/2014	Home	141	Citadel	200:00	28	62	9	18	13	19	78	19	19	38	19	17	5	6	18
2801556	12/03/2013	Away	6	Alabama A&M;	200:00	25	57	8	18	8	13	66	8	23	31	9	10	6	4	19
2801556	12/03/2013	Home	691	Tennessee St.	200:00	21	56	4	17	19	29	65	18	28	46	5	13	5	6	15
2859278	01/09/2014	Away	176	DePaul	250:00	32	55	8	14	27	38	99	9	27	36	12	18	6	7	30
2859278	01/09/2014	Home	87	Butler	250:00	34	71	6	20	20	32	94	14	19	33	12	11	8	3	29
2859279	01/09/2014	Away	254	Georgia St.	200:00	26	54	3	16	22	22	77	7	28	35	10	10	6	7	15
2859279	01/09/2014	Home	772	Western Ky.	200:00	18	63	10	32	8	16	54	22	21	43	10	16	4	1	21
2770021	11/23/2013	Away	632	Savannah St.	200:00	22	51	4	14	9	12	57	8	21	29	11	12	2	4	25
2770021	11/23/2013	Home	732	Utah	200:00	22	54	2	11	25	27	71	12	22	34	11	5	8	7	11
3155963	03/07/2014	Neutral	444	Morehead St.	200:00	20	51	3	17	20	29	63	10	21	31	10	14	6	1	21
3155963	03/07/2014	Neutral	14927	Belmont	200:00	27	51	11	24	21	25	86	7	25	32	22	11	4	2	23
2822645	12/15/2013	Away	716	Troy	200:00	17	47	3	19	6	11	43	5	22	27	8	16	6	3	11
2822645	12/15/2013	Home	327	Kansas St.	200:00	28	65	8	24	8	12	72	17	27	44	24	9	6	2	16
2792093	11/29/2013	Neutral	2678	Ark.-Pine Bluff	200:00	13	43	6	17	17	25	49	14	14	28	8	20	7	2	28
2792093	11/29/2013	Neutral	624	Sam Houston St.	200:00	21	41	9	14	24	37	75	12	21	33	15	17	6	4	24
3199783	03/13/2014	Neutral	749	Wake Forest	200:00	18	53	4	18	15	20	55	12	18	30	6	14	3	2	18
3199783	03/13/2014	Neutral	545	Pittsburgh	200:00	31	62	7	16	15	20	84	14	24	38	20	8	10	3	20
2900387	01/18/2014	Away	367	Louisville	200:00	26	57	3	13	21	33	76	16	29	45	10	13	5	7	19
2900387	01/18/2014	Home	164	UConn	200:00	19	54	8	23	18	21	64	8	22	30	7	10	7	5	24
2757933	11/21/2013	Away	702	Texas-Arlington	200:00	29	62	9	27	14	22	81	14	22	36	12	14	6	2	18
2757933	11/21/2013	Home	579	Robert Morris	200:00	29	61	12	26	18	24	88	12	25	37	20	11	7		20
2784034	11/25/2013	Away	61	Bethune-Cookman	200:00	24	53	5	10	3	4	56	10	12	22	7	11	4		19
2784034	11/25/2013	Home	472	New Mexico St.	200:00	28	50	6	14	17	22	79	14	20	34	18	11	3	3	9
2784033	11/25/2013	Away	456	UNC Asheville	200:00	19	43	6	16	12	17	56	6	15	21	4	15	4	3	16
2784033	11/25/2013	Home	572	Rhode Island	200:00	26	53	5	18	16	23	73	16	21	37	8	12	8	2	14
2966593	02/06/2014	Away	9	UAB	200:00	26	62	3	17	18	23	73	13	21	34	14	14	6	4	16
2966593	02/06/2014	Home	231	FIU	200:00	27	55	7	14	17	26	78	12	24	36	10	18	12	11	15
3079613	02/22/2014	Away	31	Arkansas	200:00	28	64	8	25	9	17	73	10	26	36	18	11	12	4	20
3079613	02/22/2014	Home	430	Mississippi St.	200:00	26	59	7	14	10	21	69	14	29	43	10	16	5	3	16
2718437	11/15/2013	Away	769	Western Caro.	200:00	20	61	3	25	18	31	61	13	19	32	9	10	6	4	32
2718437	11/15/2013	Home	742	Virginia Tech	200:00	25	52	6	13	23	41	79	14	32	46	13	13	5	4	22
2788593	11/27/2013	Away	198	East Tenn. St.	200:00	26	51	5	16	26	39	83	5	21	26	6	10	5	2	26
2788593	11/27/2013	Home	692	Tennessee Tech	200:00	30	63	6	21	32	40	98	17	28	45	16	7	8	2	28
2820648	12/14/2013	Away	694	Tennessee	200:00	20	52	6	20	15	24	61	9	22	31	11	8	3	2	21
2820648	12/14/2013	Home	782	Wichita St.	200:00	23	53	6	16	18	24	70	9	27	36	13	7	6	6	16
2792233	11/29/2013	Neutral	663	SMU	200:00	24	49	5	14	20	26	73	11	22	33	13	12	6	5	27
2792233	11/29/2013	Neutral	746	Virginia	200:00	20	44	10	14	26	36	76	9	20	29	11	12	6	1	24
2919596	01/25/2014	Away	68	Boston U.	200:00	22	59	7	21	13	22	64	9	34	43	12	10	7	3	16
2919596	01/25/2014	Home	83	Bucknell	200:00	19	57	8	23	15	23	61	8	32	40	11	13	3	1	19
2919597	01/25/2014	Away	149	Coastal Caro.	200:00	23	59	4	14	19	24	69	16	26	42	6	12	6	3	18
2919597	01/25/2014	Home	563	Radford	200:00	22	57	8	26	9	16	61	12	23	35	10	14	7	7	19
2828113	12/18/2013	Away	317	James Madison	200:00	21	48	5	20	18	24	65	7	21	28	6	8	3	4	16
2828113	12/18/2013	Home	459	UNCG	200:00	27	53	11	19	13	17	78	7	23	30	18	7	3	1	20
3065473	02/20/2014	Away	660	SIUE	200:00	23	55	3	14	12	15	61	9	25	34	9	10	5	1	13
3065473	02/20/2014	Home	691	Tennessee St.	200:00	26	59	8	22	6	9	66	11	23	34	13	10	3	3	17
2856600	01/08/2014	Away	428	Minnesota	200:00	21	51	4	16	22	34	68	12	27	39	9	14	7	7	25
2856600	01/08/2014	Home	539	Penn St.	200:00	22	58	3	19	18	29	65	14	25	39	10	14	4	7	28
2856602	01/08/2014	Away	606	Saint Joseph's	200:00	23	47	6	18	10	17	62	8	27	35	15	17	3	5	15
2856602	01/08/2014	Home	400	Massachusetts	200:00	24	55	5	15	13	21	66	8	20	28	14	8	5	4	15
2858275	12/03/2013	Away	180	Delaware	200:00	27	60	11	22	20	26	85	9	32	41	10	15	2	6	20
2858275	12/03/2013	Home	48	Charleston So.	199:00	27	66	6	25	20	25	80	10	26	36	14	9	7	2	20
2858273	11/13/2013	Away	460	UNCW	225:00	30	75	6	18	14	18	80	17	25	42	12	9	7	7	19
2858273	11/13/2013	Home	48	Charleston So.	226:00	25	61	13	33	15	25	78	17	30	47	14	19	4	1	18
2854973	01/07/2014	Away	794	Green Bay	200:00	38	68	5	15	17	23	98	16	31	47	20	13	7	8	19
2854973	01/07/2014	Home	136	Chicago St.	200:00	20	59	7	20	15	22	62	11	15	26	11	13	3	3	18
2697336	11/08/2013	Away	17	Alcorn	200:00	21	58	9	26	10	15	61	4	22	26	9	18	1	3	29
2697336	11/08/2013	Home	169	Creighton	200:00	35	63	11	24	26	36	107	10	35	45	25	6	12		18
3015693	02/13/2014	Away	456	UNC Asheville	200:00	29	71	7	24	27	37	92	14	24	38	8	10	6	4	31
3015693	02/13/2014	Home	563	Radford	200:00	30	55	8	17	34	50	102	10	33	43	16	12	8	7	29
2705309	11/12/2013	Away	579	Robert Morris	200:00	36	73	11	24	7	10	90	16	17	33	10	8	9	2	17
2705309	11/12/2013	Home	342	Lafayette	200:00	27	59	9	30	18	20	81	15	23	38	10	13	2	2	13
2807254	12/05/2013	Away	576	Rider	200:00	25	51	11	23	28	36	89	9	27	36	15	15	7	3	17
2807254	12/05/2013	Home	439	Monmouth	200:00	31	62	11	24	10	20	83	10	22	32	16	13	7	4	28
3117178	03/01/2014	Away	786	William & Mary	200:00	23	58	6	23	16	22	68	9	26	35	12	7	2	2	16
3117178	03/01/2014	Home	711	Towson	200:00	24	53	5	17	17	24	70	8	29	37	11	8	3	3	16
2807253	11/12/2013	Away	0	Florida Col.	200:00	28	65	7	21	9	21	72	10	28	38	16	17	5	4	29
2807253	11/12/2013	Home	316	Jacksonville	200:00	32	69	7	20	30	40	101	17	34	51	19	12	10	4	17
2886014	01/15/2014	Away	630	San Jose St.	200:00	22	52	6	19	12	16	62	5	16	21	12	16	9	1	23
2886014	01/15/2014	Home	721	Air Force	200:00	25	44	12	26	15	19	77	6	28	34	19	23	7	5	16
2695013	11/10/2013	Away	505	Northern Ky.	200:00	21	64	9	35	12	15	63	9	14	23	7	7	2		25
2695013	11/10/2013	Home	334	Kentucky	200:00	30	55	7	22	26	38	93	16	35	51	12	12	3	5	14
3086435	02/23/2014	Away	556	Providence	200:00	28	42	13	20	18	23	87	1	19	20	20	11	3	4	14
3086435	02/23/2014	Home	87	Butler	200:00	29	59	6	18	17	22	81	12	16	28	14	7	6		19
2744053	11/18/2013	Away	102	Sacramento St.	200:00	21	62	7	30	1	2	50	12	17	29	7	18	8		19
2744053	11/18/2013	Home	110	UCLA	200:00	30	55	6	12	20	29	86	11	29	40	19	10	16	2	9
2875513	01/11/2014	Away	600	Saint Francis (PA)	200:00	24	54	7	22	20	30	75	12	28	40	9	12	6	6	13
2875513	01/11/2014	Home	127	Central Conn. St.	200:00	27	64	4	13	9	12	67	12	23	35	16	13	5	7	20
3122703	03/02/2014	Away	523	Old Dominion	200:00	27	54	6	14	3	9	63	7	18	25	10	14	5	3	16
3122703	03/02/2014	Home	458	Charlotte	200:00	30	58	6	18	8	12	74	12	23	35	21	12	5		13
2834734	12/21/2013	Away	204	Eastern Mich.	225:00	31	67	8	28	11	17	81	13	21	34	18	5	6	5	14
2834734	12/21/2013	Home	514	Oakland	225:00	25	66	14	31	15	17	79	21	26	47	19	12	4	3	19
2878178	01/13/2014	Away	480	CCNY	200:00	21	66	9	28	9	15	60	8	16	24	13	9	7	2	17
2878178	01/13/2014	Home	471	NJIT	200:00	35	66	12	26	17	21	99	15	38	53	23	17	6	7	18
2845715	01/02/2014	Away	534	Pacific	200:00	24	73	8	29	8	14	64	17	20	37	18	7	11	4	22
2845715	01/02/2014	Home	551	Portland	200:00	24	56	3	11	21	29	72	16	36	52	16	13	3	8	12
3162231	03/08/2014	Away	498	La.-Monroe	200:00	22	46	7	18	15	22	66	10	24	34	11	12	4	2	16
3162231	03/08/2014	Home	32	UALR	200:00	24	57	9	25	8	12	65	12	17	29	18	6	8	5	17
2795014	11/28/2013	Neutral	657	Southern California	200:00	25	61	4	13	25	40	79	15	26	41	7	16	8	3	24
2795014	11/28/2013	Neutral	739	Villanova	200:00	31	63	11	28	21	30	94	13	31	44	20	15	8	5	30
3115036	02/27/2014	Away	536	Tex.-Pan American	200:00	22	52	5	13	14	18	63	6	25	31	14	12	9	2	16
3115036	02/27/2014	Home	94	Bakersfield	200:00	23	55	7	18	8	17	61	14	25	39	17	18	6	6	20
3209123	03/14/2014	Neutral	365	LSU	200:00	24	59	7	19	12	24	67	10	22	32	13	12	4	3	26
3209123	03/14/2014	Neutral	334	Kentucky	200:00	26	55	7	17	26	41	85	15	33	48	15	9	7	11	21
2740633	11/14/2013	Away	393	UMES	200:00	24	75	4	25	11	18	63	16	21	37	9	15	8	1	27
2740633	11/14/2013	Home	312	Iowa	200:00	35	68	7	17	32	43	109	18	39	57	24	12	8	6	18
3193753	03/12/2014	Away	655	Southeastern La.	200:00	21	53	6	20	16	24	64	8	27	35	5	14	6	4	20
3193753	03/12/2014	Home	483	Nicholls St.	200:00	23	57	7	22	18	26	71	11	29	40	15	11	8	5	22
2810075	12/07/2013	Away	706	UTSA	200:00	18	36	5	11	31	39	72	8	29	37	14	17	5	4	14
2810075	12/07/2013	Home	536	Tex.-Pan American	200:00	23	58	9	27	10	15	65	7	12	19	17	11	5	3	25
2817578	12/11/2013	Away	290	Howard	200:00	23	60	4	13	14	25	64	19	23	42	15	14	9	2	17
2817578	12/11/2013	Home	128	UCF	200:00	26	56	14	31	13	23	79	12	24	36	21	12	12	6	19
2972533	02/07/2014	Away	639	Siena	200:00	17	44	2	10	17	25	53	8	24	32	13	14	4	1	26
2972533	02/07/2014	Home	617	Saint Peter's	200:00	22	50	3	17	19	29	66	10	24	34	11	9	6	4	22
3148783	03/06/2014	Away	647	South Carolina St.	200:00	19	56		13	12	18	50	11	20	31	10	12	6	3	14
3148783	03/06/2014	Home	632	Savannah St.	200:00	25	52	3	13	16	21	69	9	28	37	14	14	7	4	13
3149783	03/06/2014	Away	312	Iowa	200:00	28	60	7	20	13	15	76	13	14	27	15	13	10	1	21
3149783	03/06/2014	Home	416	Michigan St.	200:00	28	48	10	17	20	26	86	8	21	29	20	16	9	7	20
2942214	02/01/2014	Away	116	Canisius	200:00	27	62	5	17	25	32	84	12	32	44	11	8	7		16
2942214	02/01/2014	Home	220	Fairfield	200:00	22	66	9	37	5	13	58	18	26	44	11	19		1	23
2854514	01/06/2014	Away	310	Iona	200:00	25	61	6	19	18	23	74	8	19	27	12	7	7	2	24
2854514	01/06/2014	Home	562	Quinnipiac	200:00	26	60	8	15	26	35	86	20	30	50	15	12	3	9	17
2791157	11/29/2013	Neutral	193	Duke	200:00	25	58	4	14	12	18	66	10	18	28	11	11	5	2	20
2791157	11/29/2013	Neutral	29	Arizona	200:00	23	47	5	14	21	26	72	8	28	36	18	16	6	8	18
2801312	12/03/2013	Away	10411	USC Upstate	200:00	18	47	3	16	11	20	50	11	24	35	11	22	2	2	24
2801312	12/03/2013	Home	140	Cincinnati	200:00	23	51	13	26	27	34	86	7	20	27	19	7	9	3	21
2801310	12/03/2013	Away	741	VMI	200:00	26	66	6	21	12	15	70	10	25	35	10	12	5	2	26
2801310	12/03/2013	Home	1068	Elon	200:00	30	53	6	18	21	38	87	7	30	37	15	11	6	2	16
2801311	12/03/2013	Away	792	Winthrop	200:00	23	58	7	22	10	15	63	7	15	22	9	10	6	1	20
2801311	12/03/2013	Home	742	Virginia Tech	200:00	29	48	9	20	14	20	81	7	30	37	16	18	3	8	15
2841753	12/30/2013	Away	485	Norfolk St.	200:00	24	54	7	17	11	13	66	12	14	26	14	19	10	4	20
2841753	12/30/2013	Home	277	Hawaii	200:00	25	49	7	14	20	28	77	11	17	28	14	17	13	5	10
3138603	03/04/2014	Away	742	Virginia Tech	200:00	15	49	6	18	11	16	47	12	28	40	7	17	2	2	11
3138603	03/04/2014	Home	392	Maryland	200:00	24	60	10	32	6	7	64	7	23	30	18	5	6	5	14
2786194	11/26/2013	Away	369	Loyola Maryland	200:00	25	70	7	20	9	16	66	20	20	40	16	11	11	2	17
2786194	11/26/2013	Home	164	UConn	200:00	28	55	6	14	14	20	76	10	29	39	17	14	5	11	16
2968294	02/06/2014	Away	104	UC Santa Barbara	200:00	25	57	8	22	17	26	75	17	25	42	10	12	4	9	16
2968294	02/06/2014	Home	277	Hawaii	200:00	25	68	3	19	11	16	64	20	21	41	7	10	6	2	18
2697322	11/08/2013	Away	165	Coppin St.	200:00	23	69	9	30	9	13	64	12	25	37	9	6	5	3	16
2697322	11/08/2013	Home	107	California	200:00	32	67	9	26	10	20	83	14	37	51	23	7	4	8	14
2697327	11/10/2013	Away	165	Coppin St.	200:00	25	58	10	25	18	27	78	11	29	40	15	11	7	3	20
2697327	11/10/2013	Home	528	Oregon St.	200:00	23	59	7	27	20	28	73	10	26	36	13	9	7	2	21
2697324	11/10/2013	Away	527	Oral Roberts	200:00	22	57	1	7	29	37	74	17	28	45	6	17	8	6	25
2697324	11/10/2013	Home	719	Tulsa	200:00	25	50	1	9	17	36	68	6	22	28	8	14	10	5	27
2989734	02/10/2014	Away	311	Iowa St.	200:00	26	71	4	23	21	30	77	23	21	44	13	14	5	1	20
2989734	02/10/2014	Home	768	West Virginia	200:00	35	65	13	22	19	21	102	9	25	34	18	8	9	3	23
2902813	01/20/2014	Away	469	New Hampshire	200:00	15	43	4	17	6	8	40	4	22	26	8	8	2	4	15
2902813	01/20/2014	Home	738	Vermont	200:00	18	54	7	19	14	17	57	15	24	39	10	4	3	7	10
3118304	03/01/2014	Away	774	Western Mich.	225:00	30	56	8	23	17	22	85	9	20	29	17	18	6	3	28
3118304	03/01/2014	Home	709	Toledo	225:00	29	64	6	19	32	39	96	19	19	38	20	12	7	3	16
2845273	01/02/2014	Away	23	American	200:00	21	39	3	9	22	33	67	4	30	34	14	13	4	6	17
2845273	01/02/2014	Home	83	Bucknell	200:00	18	54	7	18	14	22	57	9	20	29	9	6	8	1	24
2866374	01/11/2014	Away	702	Texas-Arlington	200:00	24	61	5	20	17	22	70	13	24	37	9	15	5	4	26
2866374	01/11/2014	Home	671	La.-Lafayette	200:00	25	55	9	22	31	39	90	10	26	36	16	13	12	9	22
3117160	03/01/2014	Away	67	Boston College	200:00	21	50	6	17	32	42	80	13	23	36	10	9	7		23
3117160	03/01/2014	Home	749	Wake Forest	200:00	20	43	6	21	26	32	72	2	19	21	11	12	6	1	25
3117161	03/01/2014	Away	647	South Carolina St.	200:00	15	53	2	16	12	16	44	12	19	31	5	18	3	2	20
3117161	03/01/2014	Home	489	N.C. Central	200:00	30	62	5	19	21	28	86	16	29	45	18	5	12	4	18
2983674	02/09/2014	Away	439	Monmouth	200:00	18	61	1	14	13	17	50	19	25	44	7	11	5	1	20
2983674	02/09/2014	Home	617	Saint Peter's	200:00	21	51	7	22	12	18	61	10	25	35	13	11	6	11	12
2914875	01/23/2014	Away	692	Tennessee Tech	200:00	22	53	3	11	6	11	53	8	22	30	8	17	4	6	19
2914875	01/23/2014	Home	454	Murray St.	200:00	34	66	15	27	9	19	92	18	27	45	18	10	6	3	11
2920107	01/25/2014	Away	678	Stetson	200:00	17	49	6	21	9	14	49	6	13	19	9	13	3	2	9
2920107	01/25/2014	Home	406	Mercer	200:00	31	54	11	22	14	16	87	11	28	39	24	11	9	5	13
2785974	11/26/2013	Neutral	260	Gonzaga	200:00	46	66	13	23	8	11	113	7	24	31	21	12	6	7	20
